"0:0:51_0:0:0";"0"
"0:1:51_0:0:0";"0"
"0:2:51_0:0:0";"0"
"0:3:51_0:0:0";"0"
"0:4:51_0:0:0";"0"
"0:5:51_0:0:0";"0"
"0:6:51_0:0:0";"0"
"0:7:51_0:0:0";"0"
"0:8:51_0:0:0";"0"
"0:9:51_0:0:0";"0"
"0:10:51_0:0:0";"0"
"0:11:51_0:0:0";"0"
"0:12:51_0:0:0";"0"
"0:13:51_0:0:0";"0"
"0:14:51_0:0:0";"0"
"0:15:51_0:0:0";"0"
"0:16:51_0:0:0";"0"
"0:17:51_0:0:0";"0"
"0:18:51_0:0:0";"0"
"0:19:51_0:0:0";"0"
"0:20:51_0:0:0";"0"
"0:21:51_0:0:0";"0"
"0:22:51_0:0:0";"0"
"0:23:51_0:0:0";"0"
"0:24:51_0:0:0";"0"
"0:25:51_0:0:0";"0"
"0:26:51_0:0:0";"0"
"0:27:51_0:0:0";"0"
"0:28:51_0:0:0";"0"
"0:29:51_0:0:0";"0"
"0:30:51_0:0:0";"0"
"0:31:51_0:0:0";"0"
"0:32:51_0:0:0";"0"
"0:33:51_0:0:0";"0"
"0:34:51_0:0:0";"0"
"0:35:51_0:0:0";"0"
"0:36:51_0:0:0";"0"
"0:37:51_0:0:0";"0"
"0:38:51_0:0:0";"0"
"0:39:51_0:0:0";"0"
"0:40:51_0:0:0";"0"
"0:41:51_0:0:0";"0"
"0:42:51_0:0:0";"0"
"0:43:51_0:0:0";"0"
"0:44:51_0:0:0";"0"
"0:45:51_0:0:0";"0"
"0:46:51_0:0:0";"0"
"0:47:51_0:0:0";"0"
"0:48:51_0:0:0";"0"
"0:49:51_0:0:0";"100/1029897"
"0:50:51_0:0:0";"-2/10403"
"0:51:0_0:0:0";"0"
"0:51:1_0:0:0";"0"
"0:51:2_0:0:0";"0"
"0:51:3_0:0:0";"0"
"0:51:4_0:0:0";"0"
"0:51:5_0:0:0";"0"
"0:51:6_0:0:0";"0"
"0:51:7_0:0:0";"0"
"0:51:8_0:0:0";"0"
"0:51:9_0:0:0";"0"
"0:51:10_0:0:0";"0"
"0:51:11_0:0:0";"0"
"0:51:12_0:0:0";"0"
"0:51:13_0:0:0";"0"
"0:51:14_0:0:0";"0"
"0:51:15_0:0:0";"0"
"0:51:16_0:0:0";"0"
"0:51:17_0:0:0";"0"
"0:51:18_0:0:0";"0"
"0:51:19_0:0:0";"0"
"0:51:20_0:0:0";"0"
"0:51:21_0:0:0";"0"
