"0:0:0:7_0:0:0:0";"0"
"0:0:1:7_0:0:0:0";"0"
"0:0:2:7_0:0:0:0";"0"
"0:0:3:7_0:0:0:0";"0"
"0:0:4:7_0:0:0:0";"-2/1287"
"0:0:5:7_0:0:0:0";"4/715"
"0:0:6:7_0:0:0:0";"-16/2431"
"0:0:7:0_0:0:0:0";"0"
"0:0:7:1_0:0:0:0";"0"
"0:0:7:2_0:0:0:0";"0"
"0:0:7:3_0:0:0:0";"0"
"0:0:7:4_0:0:0:0";"14/6435"
"0:0:7:5_0:0:0:0";"-14/2145"
"0:0:7:6_0:0:0:0";"226/36465"
"0:0:7:7_0:0:0:0";"2/3315"
"0:1:0:7_0:0:0:0";"0"
"0:1:1:7_0:0:0:0";"0"
"0:1:2:7_0:0:0:0";"0"
"0:1:3:7_0:0:0:0";"-16/27027"
"0:1:4:7_0:0:0:0";"2/1287"
"0:1:5:7_0:0:0:0";"-328/328185"
"0:1:6:7_0:0:0:0";"-28/109395"
"0:1:7:0_0:0:0:0";"0"
"0:1:7:1_0:0:0:0";"0"
"0:1:7:2_0:0:0:0";"0"
"0:1:7:3_0:0:0:0";"4/3861"
"0:1:7:4_0:0:0:0";"-14/6435"
"0:1:7:5_0:0:0:0";"322/328185"
"0:1:7:6_0:0:0:0";"14/21879"
"0:1:7:7_0:0:0:0";"-106/692835"
"0:2:0:7_0:0:0:0";"0"
"0:2:1:7_0:0:0:0";"0"
"0:2:2:7_0:0:0:0";"-2/5005"
"0:2:3:7_0:0:0:0";"8/9009"
"0:2:4:7_0:0:0:0";"-2/13923"
"0:2:5:7_0:0:0:0";"-142/109395"
"0:2:6:7_0:0:0:0";"88/62985"
"0:2:7:0_0:0:0:0";"0"
"0:2:7:1_0:0:0:0";"0"
"0:2:7:2_0:0:0:0";"2/2145"
"0:2:7:3_0:0:0:0";"-2/1287"
"0:2:7:4_0:0:0:0";"4/109395"
"0:2:7:5_0:0:0:0";"196/109395"
"0:2:7:6_0:0:0:0";"-346/230945"
"0:2:7:7_0:0:0:0";"-10/138567"
"0:3:0:7_0:0:0:0";"0"
"0:3:1:7_0:0:0:0";"-16/45045"
"0:3:2:7_0:0:0:0";"2/3003"
"0:3:3:7_0:0:0:0";"-32/765765"
"0:3:4:7_0:0:0:0";"-122/153153"
"0:3:5:7_0:0:0:0";"7222/14549535"
"0:3:6:7_0:0:0:0";"28/230945"
"0:3:7:0_0:0:0:0";"0"
"0:3:7:1_0:0:0:0";"8/6435"
"0:3:7:2_0:0:0:0";"-2/1287"
"0:3:7:3_0:0:0:0";"-14/109395"
"0:3:7:4_0:0:0:0";"152/109395"
"0:3:7:5_0:0:0:0";"-124/188955"
"0:3:7:6_0:0:0:0";"-434/2078505"
"0:3:7:7_0:0:0:0";"514/14549535"
"0:4:0:7_0:0:0:0";"-2/3861"
"0:4:1:7_0:0:0:0";"4/6435"
"0:4:2:7_0:0:0:0";"-10/459459"
"0:4:3:7_0:0:0:0";"-454/765765"
"0:4:4:7_0:0:0:0";"4/13167"
"0:4:5:7_0:0:0:0";"218/2078505"
"0:4:6:7_0:0:0:0";"-356/6235515"
"0:4:7:0_0:0:0:0";"14/3861"
"0:4:7:1_0:0:0:0";"-14/6435"
"0:4:7:2_0:0:0:0";"-20/65637"
"0:4:7:3_0:0:0:0";"152/109395"
"0:4:7:4_0:0:0:0";"-1058/2078505"
