"0:0:48_0:0:0";"0"
"0:1:48_0:0:0";"0"
"0:2:48_0:0:0";"0"
"0:3:48_0:0:0";"0"
"0:4:48_0:0:0";"0"
"0:5:48_0:0:0";"0"
"0:6:48_0:0:0";"0"
"0:7:48_0:0:0";"0"
"0:8:48_0:0:0";"0"
"0:9:48_0:0:0";"0"
"0:10:48_0:0:0";"0"
"0:11:48_0:0:0";"0"
"0:12:48_0:0:0";"0"
"0:13:48_0:0:0";"0"
"0:14:48_0:0:0";"0"
"0:15:48_0:0:0";"0"
"0:16:48_0:0:0";"0"
"0:17:48_0:0:0";"0"
"0:18:48_0:0:0";"0"
"0:19:48_0:0:0";"0"
"0:20:48_0:0:0";"0"
"0:21:48_0:0:0";"0"
"0:22:48_0:0:0";"0"
"0:23:48_0:0:0";"0"
"0:24:48_0:0:0";"0"
"0:25:48_0:0:0";"0"
"0:26:48_0:0:0";"0"
"0:27:48_0:0:0";"0"
"0:28:48_0:0:0";"0"
"0:29:48_0:0:0";"0"
"0:30:48_0:0:0";"0"
"0:31:48_0:0:0";"0"
"0:32:48_0:0:0";"0"
"0:33:48_0:0:0";"0"
"0:34:48_0:0:0";"0"
"0:35:48_0:0:0";"0"
"0:36:48_0:0:0";"0"
"0:37:48_0:0:0";"0"
"0:38:48_0:0:0";"0"
"0:39:48_0:0:0";"0"
"0:40:48_0:0:0";"0"
"0:41:48_0:0:0";"0"
"0:42:48_0:0:0";"0"
"0:43:48_0:0:0";"0"
"0:44:48_0:0:0";"0"
"0:45:48_0:0:0";"0"
"0:46:48_0:0:0";"94/856995"
"0:47:48_0:0:0";"-2/9215"
"0:48:0_0:0:0";"0"
"0:48:1_0:0:0";"0"
"0:48:2_0:0:0";"0"
"0:48:3_0:0:0";"0"
"0:48:4_0:0:0";"0"
"0:48:5_0:0:0";"0"
"0:48:6_0:0:0";"0"
"0:48:7_0:0:0";"0"
"0:48:8_0:0:0";"0"
"0:48:9_0:0:0";"0"
"0:48:10_0:0:0";"0"
"0:48:11_0:0:0";"0"
"0:48:12_0:0:0";"0"
"0:48:13_0:0:0";"0"
"0:48:14_0:0:0";"0"
"0:48:15_0:0:0";"0"
"0:48:16_0:0:0";"0"
"0:48:17_0:0:0";"0"
"0:48:18_0:0:0";"0"
"0:48:19_0:0:0";"0"
"0:48:20_0:0:0";"0"
"0:48:21_0:0:0";"0"
"0:48:22_0:0:0";"0"
"0:48:23_0:0:0";"0"
"0:48:24_0:0:0";"0"
"0:48:25_0:0:0";"0"
"0:48:26_0:0:0";"0"
"0:48:27_0:0:0";"0"
"0:48:28_0:0:0";"0"
"0:48:29_0:0:0";"0"
"0:48:30_0:0:0";"0"
"0:48:31_0:0:0";"0"
"0:48:32_0:0:0";"0"
"0:48:33_0:0:0";"0"
"0:48:34_0:0:0";"0"
"0:48:35_0:0:0";"0"
"0:48:36_0:0:0";"0"
"0:48:37_0:0:0";"0"
"0:48:38_0:0:0";"0"
"0:48:39_0:0:0";"0"
"0:48:40_0:0:0";"0"
"0:48:41_0:0:0";"0"
"0:48:42_0:0:0";"0"
"0:48:43_0:0:0";"0"
"0:48:44_0:0:0";"0"
"0:48:45_0:0:0";"0"
"0:48:46_0:0:0";"-32/285665"
"0:48:47_0:0:0";"2/9215"
"0:48:48_0:0:0";"2/912285"
"1:0:48_0:0:0";"0"
"1:1:48_0:0:0";"0"
"1:2:48_0:0:0";"0"
"1:3:48_0:0:0";"0"
"1:4:48_0:0:0";"0"
"1:5:48_0:0:0";"0"
"1:6:48_0:0:0";"0"
"1:7:48_0:0:0";"0"
"1:8:48_0:0:0";"0"
"1:9:48_0:0:0";"0"
"1:10:48_0:0:0";"0"
"1:11:48_0:0:0";"0"
"1:12:48_0:0:0";"0"
"1:13:48_0:0:0";"0"
"1:14:48_0:0:0";"0"
"1:15:48_0:0:0";"0"
"1:16:48_0:0:0";"0"
"1:17:48_0:0:0";"0"
"1:18:48_0:0:0";"0"
"1:19:48_0:0:0";"0"
"1:20:48_0:0:0";"0"
"1:21:48_0:0:0";"0"
"1:22:48_0:0:0";"0"
"1:23:48_0:0:0";"0"
"1:24:48_0:0:0";"0"
"1:25:48_0:0:0";"0"
"1:26:48_0:0:0";"0"
"1:27:48_0:0:0";"0"
"1:28:48_0:0:0";"0"
"1:29:48_0:0:0";"0"
"1:30:48_0:0:0";"0"
"1:31:48_0:0:0";"0"
"1:32:48_0:0:0";"0"
"1:33:48_0:0:0";"0"
"1:34:48_0:0:0";"0"
"1:35:48_0:0:0";"0"
"1:36:48_0:0:0";"0"
"1:37:48_0:0:0";"0"
"1:38:48_0:0:0";"0"
"1:39:48_0:0:0";"0"
"1:40:48_0:0:0";"0"
"1:41:48_0:0:0";"0"
"1:42:48_0:0:0";"0"
"1:43:48_0:0:0";"0"
"1:44:48_0:0:0";"0"
"1:45:48_0:0:0";"2162/77986545"
"1:46:48_0:0:0";"0"
"1:47:48_0:0:0";"-254/3142315"
"1:48:0_0:0:0";"0"
"1:48:1_0:0:0";"0"
"1:48:2_0:0:0";"0"
"1:48:3_0:0:0";"0"
"1:48:4_0:0:0";"0"
"1:48:5_0:0:0";"0"
"1:48:6_0:0:0";"0"
"1:48:7_0:0:0";"0"
"1:48:8_0:0:0";"0"
"1:48:9_0:0:0";"0"
"1:48:10_0:0:0";"0"
"1:48:11_0:0:0";"0"
"1:48:12_0:0:0";"0"
"1:48:13_0:0:0";"0"
"1:48:14_0:0:0";"0"
"1:48:15_0:0:0";"0"
"1:48:16_0:0:0";"0"
"1:48:17_0:0:0";"0"
"1:48:18_0:0:0";"0"
"1:48:19_0:0:0";"0"
"1:48:20_0:0:0";"0"
"1:48:21_0:0:0";"0"
"1:48:22_0:0:0";"0"
"1:48:23_0:0:0";"0"
"1:48:24_0:0:0";"0"
"1:48:25_0:0:0";"0"
"1:48:26_0:0:0";"0"
"1:48:27_0:0:0";"0"
"1:48:28_0:0:0";"0"
"1:48:29_0:0:0";"0"
"1:48:30_0:0:0";"0"
"1:48:31_0:0:0";"0"
"1:48:32_0:0:0";"0"
"1:48:33_0:0:0";"0"
"1:48:34_0:0:0";"0"
"1:48:35_0:0:0";"0"
"1:48:36_0:0:0";"0"
"1:48:37_0:0:0";"0"
"1:48:38_0:0:0";"0"
"1:48:39_0:0:0";"0"
"1:48:40_0:0:0";"0"
"1:48:41_0:0:0";"0"
"1:48:42_0:0:0";"0"
"1:48:43_0:0:0";"0"
"1:48:44_0:0:0";"0"
"1:48:45_0:0:0";"-752/25995515"
"1:48:46_0:0:0";"0"
"1:48:47_0:0:0";"122/1488465"
"1:48:48_0:0:0";"0"
"2:0:48_0:0:0";"0"
"2:1:48_0:0:0";"0"
"2:2:48_0:0:0";"0"
"2:3:48_0:0:0";"0"
"2:4:48_0:0:0";"0"
"2:5:48_0:0:0";"0"
"2:6:48_0:0:0";"0"
"2:7:48_0:0:0";"0"
"2:8:48_0:0:0";"0"
"2:9:48_0:0:0";"0"
"2:10:48_0:0:0";"0"
"2:11:48_0:0:0";"0"
"2:12:48_0:0:0";"0"
"2:13:48_0:0:0";"0"
"2:14:48_0:0:0";"0"
"2:15:48_0:0:0";"0"
"2:16:48_0:0:0";"0"
"2:17:48_0:0:0";"0"
"2:18:48_0:0:0";"0"
"2:19:48_0:0:0";"0"
"2:20:48_0:0:0";"0"
"2:21:48_0:0:0";"0"
"2:22:48_0:0:0";"0"
"2:23:48_0:0:0";"0"
"2:24:48_0:0:0";"0"
"2:25:48_0:0:0";"0"
"2:26:48_0:0:0";"0"
"2:27:48_0:0:0";"0"
"2:28:48_0:0:0";"0"
"2:29:48_0:0:0";"0"
"2:30:48_0:0:0";"0"
"2:31:48_0:0:0";"0"
"2:32:48_0:0:0";"0"
"2:33:48_0:0:0";"0"
"2:34:48_0:0:0";"0"
"2:35:48_0:0:0";"0"
"2:36:48_0:0:0";"0"
"2:37:48_0:0:0";"0"
"2:38:48_0:0:0";"0"
"2:39:48_0:0:0";"0"
"2:40:48_0:0:0";"0"
"2:41:48_0:0:0";"0"
"2:42:48_0:0:0";"0"
"2:43:48_0:0:0";"0"
"2:44:48_0:0:0";"6486/462720167"
"2:45:48_0:0:0";"0"
"2:46:48_0:0:0";"-69842/2573555985"
"2:47:48_0:0:0";"0"
"2:48:0_0:0:0";"0"
"2:48:1_0:0:0";"0"
"2:48:2_0:0:0";"0"
"2:48:3_0:0:0";"0"
"2:48:4_0:0:0";"0"
"2:48:5_0:0:0";"0"
"2:48:6_0:0:0";"0"
"2:48:7_0:0:0";"0"
"2:48:8_0:0:0";"0"
"2:48:9_0:0:0";"0"
"2:48:10_0:0:0";"0"
"2:48:11_0:0:0";"0"
"2:48:12_0:0:0";"0"
"2:48:13_0:0:0";"0"
"2:48:14_0:0:0";"0"
"2:48:15_0:0:0";"0"
